Indicador;Idade;Genero;Dependentes;Escolaridade;Estado_Civil;Renda;Cartao;Limite_Credito
0;52;F;2;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;2540.0
0;46;F;4;Sem Escolaridade;Divorciado;;Blue;8110.0
0;54;F;3;Pós-Graduação;Solteiro;;Blue;6146.0
1;58;M;2;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;2236.0
1;34;M;1;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;3711.0
1;43;F;4;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;2082.0
0;49;M;4;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;9959.0
0;55;M;4;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;18980.0
0;47;F;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Silver;15472.0
0;50;F;2;Desconhecido;Solteiro;;Blue;21498.0
1;41;F;1;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;2667.0
0;44;F;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;4291.0
1;39;M;2;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;3879.0
0;43;M;5;Pós-Graduação;;De 60 Mil a 80 Mil;Blue;12773.0
0;32;M;0;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;6224.0
0;40;M;3;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;9594.0
0;49;M;2;Desconhecido;Casado;Menos de 40 Mil;Silver;12518.0
1;56;F;1;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;2783.0
0;60;F;0;Pós-Graduação;Casado;Menos de 40 Mil;Blue;3773.0
0;41;F;5;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Silver;19281.0
1;43;F;5;Pós-Graduação;Casado;Menos de 40 Mil;Silver;14806.0
0;32;M;0;Pós-Graduação;Divorciado;De 40 Mil a 60 Mil;Blue;7473.0
0;47;F;2;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;3108.0
0;46;M;3;Pós-Graduação;Divorciado;De 80 Mil a 120 Mil;Blue;34516.0
1;41;M;2;Pós-Graduação;Solteiro;Mais de 120 Mil;Blue;27742.0
1;51;F;1;Sem Escolaridade;Solteiro;Menos de 40 Mil;Silver;14563.0
1;58;M;2;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;10286.0
0;48;F;2;Pós-Graduação;Divorciado;;Blue;7791.0
0;53;F;3;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;3733.0
0;52;M;1;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Silver;34516.0
0;45;F;4;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Silver;14416.0
1;41;M;3;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;34516.0
0;37;F;2;Pós-Graduação;Divorciado;Menos de 40 Mil;Silver;12033.0
0;44;M;4;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Gold;34516.0
1;49;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;3243.0
0;32;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;9761.0
0;36;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;5723.0
0;47;F;3;Pós-Graduação;Divorciado;Menos de 40 Mil;Blue;9947.0
0;49;M;0;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;3599.0
0;58;M;2;Doutorado;Casado;Mais de 120 Mil;Blue;12648.0
1;45;M;3;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;4572.0
0;53;F;5;Desconhecido;Casado;Menos de 40 Mil;Blue;4021.0
0;45;M;5;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;25601.0
0;44;M;4;Sem Escolaridade;;De 80 Mil a 120 Mil;Blue;25428.0
0;54;M;3;Mestrado;Solteiro;De 40 Mil a 60 Mil;Blue;4216.0
0;38;F;2;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;3140.0
0;46;M;3;Doutorado;Casado;De 60 Mil a 80 Mil;Blue;21161.0
0;41;F;2;Sem Escolaridade;Casado;;Blue;5877.0
0;48;F;2;Doutorado;Casado;De 40 Mil a 60 Mil;Blue;9074.0
0;53;M;2;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;4142.0
0;39;M;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;3152.0
1;48;F;4;Pós-Graduação;Solteiro;Menos de 40 Mil;Platinum;15987.0
0;41;M;3;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;8919.0
0;54;F;2;Sem Escolaridade;Casado;;Blue;24927.0
0;49;M;2;Ensino Médio Completo;Divorciado;De 40 Mil a 60 Mil;Blue;3308.0
1;61;M;1;Pós-Graduação;;De 60 Mil a 80 Mil;Blue;6157.0
0;41;M;3;Desconhecido;Casado;De 60 Mil a 80 Mil;Silver;33889.0
0;52;M;2;Sem Escolaridade;;Mais de 120 Mil;Blue;33552.0
0;44;M;3;Desconhecido;Solteiro;Mais de 120 Mil;Silver;34516.0
0;33;F;3;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Silver;19594.0
0;37;M;2;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;7349.0
0;52;F;3;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;14803.0
1;51;F;3;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;3536.0
1;43;M;4;Sem Escolaridade;Divorciado;De 80 Mil a 120 Mil;Blue;19333.0
0;54;F;1;Ensino Médio Completo;Casado;Menos de 40 Mil;Silver;11605.0
0;31;F;0;Sem Escolaridade;Divorciado;Menos de 40 Mil;Blue;3329.0
0;40;F;4;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;3961.0
0;49;F;4;Sem Escolaridade;;Menos de 40 Mil;Blue;5975.0
1;60;M;1;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;3735.0
1;62;F;0;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;5780.0
0;44;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;19141.0
0;43;F;3;Pós-Graduação;;Menos de 40 Mil;Blue;3461.0
0;56;M;2;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;29394.0
0;35;M;4;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;24250.0
0;40;F;4;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Silver;16191.0
0;52;M;2;Ensino Médio Completo;Divorciado;De 60 Mil a 80 Mil;Blue;7261.0
0;29;M;0;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;4023.0
1;52;M;0;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;3764.0
0;49;F;3;Desconhecido;Casado;Menos de 40 Mil;Blue;3767.0
1;37;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;6407.0
1;47;F;3;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;5822.0
0;32;M;1;Sem Escolaridade;Solteiro;De 60 Mil a 80 Mil;Silver;33711.0
0;44;F;3;Pós-Graduação;Casado;;Silver;31699.0
0;47;M;5;Ensino Superior Completo;Solteiro;De 80 Mil a 120 Mil;Blue;3429.0
0;45;M;3;Pós-Graduação;;Mais de 120 Mil;Blue;8858.0
0;46;M;2;Pós-Graduação;Divorciado;De 60 Mil a 80 Mil;Blue;7064.0
1;34;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Gold;15487.0
0;39;F;4;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3600.0
0;46;M;4;Ensino Superior Completo;Solteiro;Mais de 120 Mil;Blue;34516.0
1;50;M;3;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Silver;34516.0
0;45;F;2;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;2490.0
1;56;M;1;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;33870.0
1;50;M;2;Sem Escolaridade;;Mais de 120 Mil;Blue;34516.0
0;30;M;0;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;23760.0
1;53;F;4;Pós-Graduação;Casado;Menos de 40 Mil;Blue;4005.0
1;60;M;0;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;29239.0
1;41;M;4;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Silver;34516.0
0;42;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3391.0
1;31;F;0;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;4598.0
1;51;M;4;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Silver;34516.0
1;45;M;5;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;3435.0
0;55;M;2;Sem Escolaridade;Solteiro;De 60 Mil a 80 Mil;Blue;17540.0
0;51;M;3;Doutorado;Solteiro;De 80 Mil a 120 Mil;Blue;31346.0
0;28;M;0;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;4342.0
0;44;F;5;Pós-Graduação;Divorciado;Menos de 40 Mil;Blue;3842.0
0;51;F;2;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;3785.0
0;48;M;5;Ensino Superior Completo;Casado;Menos de 40 Mil;Blue;6797.0
0;44;M;4;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;9682.0
1;40;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3319.0
0;34;M;4;Desconhecido;Solteiro;Menos de 40 Mil;Blue;7664.0
0;47;M;3;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Silver;30498.0
0;50;F;2;Ensino Médio Completo;Casado;;Blue;19962.0
1;61;M;0;Ensino Superior Completo;Solteiro;De 80 Mil a 120 Mil;Blue;21398.0
1;56;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;4746.0
0;46;M;3;Pós-Graduação;Divorciado;De 80 Mil a 120 Mil;Blue;20434.0
0;49;M;5;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Silver;29531.0
0;56;M;1;Sem Escolaridade;Divorciado;Mais de 120 Mil;Blue;3730.0
0;41;M;2;Mestrado;Casado;De 40 Mil a 60 Mil;Blue;10688.0
1;56;F;5;Desconhecido;Solteiro;Menos de 40 Mil;Blue;4668.0
0;35;M;3;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Gold;22725.0
0;40;M;3;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;8155.0
0;41;F;3;Doutorado;Casado;De 40 Mil a 60 Mil;Silver;18266.0
0;46;M;4;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;10492.0
0;56;F;2;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;6380.0
0;37;F;5;Desconhecido;Casado;De 40 Mil a 60 Mil;Silver;19055.0
0;51;M;2;Ensino Superior Completo;Solteiro;Mais de 120 Mil;Blue;3477.0
0;36;F;1;Sem Escolaridade;Solteiro;Menos de 40 Mil;Blue;3277.0
0;49;M;4;Mestrado;Casado;Mais de 120 Mil;Silver;34516.0
0;35;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;3616.0
0;46;F;4;Desconhecido;Solteiro;Menos de 40 Mil;Blue;3973.0
0;45;F;3;Pós-Graduação;;De 40 Mil a 60 Mil;Blue;4318.0
0;48;F;2;Ensino Médio Completo;;;Blue;7660.0
0;46;F;3;Pós-Graduação;Divorciado;;Blue;3515.0
0;36;F;0;Desconhecido;Casado;Menos de 40 Mil;Silver;13313.0
1;30;F;1;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;4541.0
0;49;F;1;Pós-Graduação;Casado;Menos de 40 Mil;Blue;8284.0
1;31;M;0;Mestrado;Casado;Menos de 40 Mil;Blue;3768.0
0;35;M;3;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;14382.0
0;54;F;1;Ensino Médio Completo;Solteiro;;Blue;10798.0
0;49;M;3;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Gold;23981.0
0;40;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;22729.0
0;41;F;2;Ensino Médio Completo;Solteiro;;Blue;27670.0
0;37;F;4;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;3423.0
0;46;F;4;Desconhecido;Solteiro;;Silver;33874.0
0;61;F;0;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;3175.0
1;45;M;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;7979.0
0;41;M;2;Desconhecido;Solteiro;De 80 Mil a 120 Mil;Blue;13679.0
0;47;F;2;Sem Escolaridade;;Menos de 40 Mil;Silver;14767.0
1;44;M;2;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Silver;34516.0
1;61;M;0;Desconhecido;Solteiro;Mais de 120 Mil;Blue;4650.0
0;45;F;2;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;3592.0
0;31;M;0;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Silver;32535.0
0;42;M;2;Desconhecido;Solteiro;Mais de 120 Mil;Blue;3214.0
1;32;M;1;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;4819.0
0;42;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;16433.0
0;49;M;4;Desconhecido;Casado;De 80 Mil a 120 Mil;Blue;12174.0
0;52;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;9230.0
0;39;M;3;Mestrado;Casado;De 60 Mil a 80 Mil;Blue;6867.0
0;51;M;4;Ensino Superior Completo;Solteiro;Mais de 120 Mil;Gold;34516.0
0;52;M;2;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;18046.0
0;40;M;3;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;7680.0
0;38;F;2;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;7825.0
0;41;M;5;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;5002.0
0;27;M;0;Ensino Superior Completo;;De 80 Mil a 120 Mil;Silver;34516.0
0;50;F;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;4755.0
0;58;M;1;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;22104.0
0;53;M;2;Mestrado;Solteiro;De 60 Mil a 80 Mil;Silver;29038.0
1;40;M;3;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;4620.0
0;58;M;1;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;34516.0
0;41;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Silver;11463.0
1;59;M;2;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;6224.0
0;53;M;1;Desconhecido;Casado;Mais de 120 Mil;Blue;19252.0
0;53;M;1;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;34516.0
0;31;M;1;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Blue;3232.0
0;44;M;2;Sem Escolaridade;Casado;Mais de 120 Mil;Platinum;34516.0
1;47;F;4;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Gold;23981.0
0;47;F;2;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;4822.0
0;46;M;2;Pós-Graduação;;Mais de 120 Mil;Silver;34516.0
0;53;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Silver;12100.0
0;40;M;3;Desconhecido;Divorciado;De 60 Mil a 80 Mil;Blue;20466.0
0;42;M;3;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;17887.0
1;33;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;23399.0
0;45;F;2;Desconhecido;Solteiro;Menos de 40 Mil;Silver;13026.0
0;61;F;1;Pós-Graduação;;De 40 Mil a 60 Mil;Silver;15698.0
0;31;M;1;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;5590.0
0;47;M;2;Mestrado;Solteiro;De 60 Mil a 80 Mil;Blue;17575.0
0;46;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;29528.0
0;54;M;2;Mestrado;Casado;De 60 Mil a 80 Mil;Platinum;34516.0
0;60;F;0;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;4147.0
1;55;F;2;Pós-Graduação;Casado;;Blue;12494.0
1;32;M;2;Pós-Graduação;Solteiro;Mais de 120 Mil;Gold;34516.0
0;49;F;1;Desconhecido;Casado;Menos de 40 Mil;Silver;13411.0
0;41;M;3;Desconhecido;Casado;Mais de 120 Mil;Blue;34516.0
0;45;M;2;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;17646.0
0;45;M;3;Sem Escolaridade;Solteiro;De 60 Mil a 80 Mil;Blue;11121.0
1;30;M;0;Ensino Superior Completo;Solteiro;De 60 Mil a 80 Mil;Blue;4109.0
0;44;M;2;Ensino Médio Completo;Casado;Mais de 120 Mil;Blue;6176.0
0;40;F;5;Pós-Graduação;;Menos de 40 Mil;Blue;4512.0
0;31;M;0;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;32791.0
0;40;F;3;Sem Escolaridade;Divorciado;Menos de 40 Mil;Blue;4772.0
0;56;M;1;Desconhecido;;De 60 Mil a 80 Mil;Blue;10602.0
1;47;M;4;Desconhecido;;De 80 Mil a 120 Mil;Blue;7953.0
1;29;M;0;Mestrado;Divorciado;De 60 Mil a 80 Mil;Blue;8022.0
0;38;M;3;Ensino Médio Completo;Solteiro;Mais de 120 Mil;Blue;34516.0
0;56;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;9092.0
1;53;F;1;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;5541.0
0;56;M;0;Doutorado;Solteiro;De 80 Mil a 120 Mil;Blue;7204.0
0;27;F;0;Pós-Graduação;;Menos de 40 Mil;Blue;4548.0
0;38;F;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3860.0
0;48;M;2;Ensino Médio Completo;Casado;Menos de 40 Mil;Silver;14581.0
0;44;F;3;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;3084.0
0;49;M;4;Sem Escolaridade;;De 60 Mil a 80 Mil;Blue;12375.0
0;36;M;2;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Gold;23981.0
0;30;M;0;Ensino Superior Completo;Casado;De 60 Mil a 80 Mil;Blue;19534.0
1;42;M;3;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;22993.0
0;51;M;2;Desconhecido;Solteiro;Mais de 120 Mil;Silver;34516.0
0;59;M;1;Desconhecido;Solteiro;De 40 Mil a 60 Mil;Silver;15164.0
0;45;M;4;Pós-Graduação;Casado;Menos de 40 Mil;Blue;7231.0
0;56;M;2;Ensino Superior Completo;Solteiro;De 60 Mil a 80 Mil;Gold;34516.0
0;31;M;2;Pós-Graduação;;De 80 Mil a 120 Mil;Silver;34516.0
0;48;F;3;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;9215.0
0;32;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;25438.0
0;46;F;3;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;3759.0
0;52;F;2;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;3029.0
1;30;F;0;Pós-Graduação;Divorciado;Menos de 40 Mil;Blue;4203.0
0;48;M;4;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;21526.0
1;55;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Silver;12207.0
0;39;F;2;Pós-Graduação;Solteiro;;Silver;32089.0
0;43;F;3;Desconhecido;Casado;Menos de 40 Mil;Blue;3541.0
0;43;M;4;Ensino Médio Completo;Casado;De 40 Mil a 60 Mil;Blue;7139.0
0;47;F;3;Desconhecido;Casado;Menos de 40 Mil;Blue;3669.0
1;57;M;3;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;5859.0
0;53;M;2;Desconhecido;Divorciado;De 80 Mil a 120 Mil;Blue;15594.0
0;48;M;3;Pós-Graduação;Casado;Mais de 120 Mil;Gold;34516.0
0;50;F;2;Ensino Médio Completo;Solteiro;Menos de 40 Mil;Blue;6704.0
0;53;M;3;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Silver;32417.0
0;48;M;1;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;2754.0
1;41;M;3;Desconhecido;Casado;De 60 Mil a 80 Mil;Silver;27945.0
0;51;M;2;Sem Escolaridade;Solteiro;Mais de 120 Mil;Blue;34516.0
0;51;F;2;Desconhecido;Casado;Menos de 40 Mil;Blue;7098.0
0;39;F;2;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Silver;12338.0
0;51;M;2;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;16703.0
0;43;M;2;Sem Escolaridade;Casado;De 80 Mil a 120 Mil;Blue;16667.0
1;54;M;1;Mestrado;;De 80 Mil a 120 Mil;Blue;18512.0
0;47;M;3;Sem Escolaridade;Solteiro;De 60 Mil a 80 Mil;Blue;14131.0
0;51;F;3;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;3276.0
0;38;M;4;Mestrado;Solteiro;De 80 Mil a 120 Mil;Silver;34516.0
0;38;F;2;Sem Escolaridade;Casado;Menos de 40 Mil;Blue;3629.0
0;44;F;4;Desconhecido;Solteiro;Menos de 40 Mil;Silver;13067.0
0;32;M;3;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Blue;3845.0
1;41;M;5;Sem Escolaridade;Solteiro;De 80 Mil a 120 Mil;Blue;12094.0
0;50;M;3;Pós-Graduação;Casado;Mais de 120 Mil;Blue;34516.0
0;60;F;1;Pós-Graduação;Casado;;Blue;13312.0
0;38;F;1;Doutorado;Solteiro;Menos de 40 Mil;Blue;3466.0
0;59;M;0;Ensino Médio Completo;Solteiro;De 40 Mil a 60 Mil;Silver;15223.0
0;53;M;1;Ensino Médio Completo;Casado;Mais de 120 Mil;Gold;34516.0
1;40;F;2;Ensino Superior Completo;Solteiro;Menos de 40 Mil;Blue;5989.0
1;45;M;5;Ensino Médio Completo;Divorciado;Mais de 120 Mil;Blue;5287.0
0;53;M;1;Ensino Médio Completo;;De 40 Mil a 60 Mil;Blue;9060.0
0;56;M;2;Ensino Médio Completo;;De 80 Mil a 120 Mil;Blue;4731.0
0;60;F;0;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;9502.0
0;42;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;29738.0
0;48;F;1;Desconhecido;Solteiro;Menos de 40 Mil;Blue;3918.0
0;58;F;1;Desconhecido;Casado;Menos de 40 Mil;Blue;3944.0
0;55;M;2;Sem Escolaridade;Casado;Mais de 120 Mil;Blue;6577.0
0;51;M;1;Pós-Graduação;Casado;Mais de 120 Mil;Gold;34516.0
0;46;M;2;Mestrado;Casado;De 80 Mil a 120 Mil;Blue;34516.0
0;45;M;4;Pós-Graduação;;De 60 Mil a 80 Mil;Blue;8670.0
1;40;M;3;Pós-Graduação;Solteiro;De 80 Mil a 120 Mil;Blue;32554.0
0;56;F;1;Ensino Médio Completo;;De 40 Mil a 60 Mil;Blue;8331.0
0;34;F;4;Ensino Médio Completo;Solteiro;;Silver;32056.0
0;48;M;3;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;15524.0
0;45;F;3;Pós-Graduação;Casado;Menos de 40 Mil;Blue;4010.0
0;42;M;5;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;3275.0
0;49;M;1;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;18349.0
0;35;M;2;Mestrado;Solteiro;De 60 Mil a 80 Mil;Blue;3388.0
1;32;M;0;Mestrado;Solteiro;De 40 Mil a 60 Mil;Blue;4015.0
1;34;M;2;Ensino Médio Completo;Solteiro;De 60 Mil a 80 Mil;Blue;9719.0
0;33;M;2;Mestrado;Solteiro;De 80 Mil a 120 Mil;Blue;4178.0
0;40;M;2;Ensino Superior Completo;Casado;De 40 Mil a 60 Mil;Gold;3735.0
0;43;M;4;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Silver;29856.0
0;29;M;1;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;11522.0
0;42;M;3;Pós-Graduação;Casado;De 40 Mil a 60 Mil;Blue;3161.0
1;48;M;2;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;14774.0
1;39;M;4;Desconhecido;Casado;De 60 Mil a 80 Mil;Gold;34516.0
0;51;F;2;Pós-Graduação;Casado;Menos de 40 Mil;Blue;5118.0
1;41;M;2;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;14682.0
0;42;M;4;Sem Escolaridade;Casado;De 40 Mil a 60 Mil;Blue;3108.0
0;32;M;3;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;3223.0
0;43;M;1;Pós-Graduação;Casado;Mais de 120 Mil;Blue;28612.0
0;50;M;1;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Silver;6224.0
0;44;M;4;Doutorado;Casado;De 80 Mil a 120 Mil;Blue;24134.0
0;36;M;4;Ensino Médio Completo;Solteiro;Mais de 120 Mil;Blue;27929.0
0;44;F;4;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;3657.0
0;47;F;3;Mestrado;Casado;Menos de 40 Mil;Blue;8257.0
0;45;F;4;Ensino Superior Completo;Solteiro;De 40 Mil a 60 Mil;Gold;23051.0
0;53;F;2;Sem Escolaridade;Solteiro;De 40 Mil a 60 Mil;Blue;14839.0
0;43;M;3;Desconhecido;Casado;De 60 Mil a 80 Mil;Blue;3755.0
0;48;M;5;Desconhecido;Solteiro;De 60 Mil a 80 Mil;Blue;3862.0
0;37;M;1;Doutorado;;De 60 Mil a 80 Mil;Blue;7539.0
1;43;M;4;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;10588.0
0;59;M;2;Pós-Graduação;Solteiro;De 40 Mil a 60 Mil;Blue;11808.0
0;31;M;1;Ensino Médio Completo;Divorciado;De 40 Mil a 60 Mil;Silver;15504.0
1;52;F;4;Sem Escolaridade;Divorciado;;Blue;12091.0
0;41;M;3;Ensino Médio Completo;Casado;De 80 Mil a 120 Mil;Blue;13818.0
0;53;F;2;Desconhecido;Casado;De 40 Mil a 60 Mil;Blue;4442.0
0;55;M;3;Ensino Médio Completo;Casado;De 60 Mil a 80 Mil;Blue;5282.0
0;41;M;3;Ensino Superior Completo;Casado;De 80 Mil a 120 Mil;Blue;34516.0
0;55;M;1;Ensino Médio Completo;Solteiro;De 80 Mil a 120 Mil;Blue;34516.0
0;31;F;1;Desconhecido;Casado;Menos de 40 Mil;Silver;10353.0
0;48;M;3;Pós-Graduação;Casado;De 80 Mil a 120 Mil;Blue;9959.0
0;42;M;2;Pós-Graduação;Casado;De 60 Mil a 80 Mil;Blue;6280.0
1;57;M;4;Desconhecido;Divorciado;Mais de 120 Mil;Blue;13694.0
0;34;M;2;Pós-Graduação;Solteiro;Menos de 40 Mil;Blue;8940.0
0;54;M;2;Sem Escolaridade;Casado;De 60 Mil a 80 Mil;Blue;6546.0
0;46;F;2;Desconhecido;Casado;;Silver;32587.0
0;38;M;2;Pós-Graduação;Solteiro;De 60 Mil a 80 Mil;Blue;11474.0
0;40;M;5;Desconhecido;Solteiro;Mais de 120 Mil;Silver;34516.0
1;56;F;2;Ensino Médio Completo;Casado;Menos de 40 Mil;Blue;9463.0
0;44;M;3;Mestrado;Casado;De 40 Mil a 60 Mil;Blue;12552.0
